,Geographic Area,City,Median Income,poverty_rate,percent_completed_hs,share_white,share_black,share_native_american,share_asian,share_hispanic
2795,CA,Santa Rosa,61050.0,12.6,85.7,71.0,2.4,1.7,5.2,28.6
2796,CA,Santa Rosa Valley,176305.0,5.4,96.3,87.1,0.7,0.4,5.6,10.6
2797,CA,Santa Susana,87500.0,13.4,99.2,87.2,1.6,0.2,2.2,15.0
2798,CA,Santa Venetia,86182.0,9.7,91.9,77.7,2.1,0.6,7.1,19.0
2799,CA,Santa Ynez,100202.0,8.3,94.0,85.9,0.3,5.3,1.2,14.5
2800,CA,Santee,76104.0,7.8,92.9,82.5,2.0,0.8,3.8,16.3
2801,CA,Saranap,110795.0,8.8,99.6,82.2,1.3,0.3,8.7,8.4
2802,CA,Saratoga,169189.0,3.6,98.2,53.9,0.3,0.1,41.4,3.5
2803,CA,Saticoy,51875.0,38.7,63.9,40.1,0.9,2.8,0.2,87.0
2804,CA,Sausalito,122434.0,5.6,98.8,90.6,0.9,0.2,4.8,4.1
2805,CA,Scotia,53621.0,5.9,94.0,79.3,0.4,4.1,0.4,17.6
2806,CA,Scotts Valley,101475.0,4.8,96.7,86.0,0.9,0.5,5.1,10.0
2807,CA,Seacliff,61856.0,9.2,94.5,84.4,0.9,1.2,3.1,14.8
2808,CA,Seal Beach,55270.0,8.1,94.9,83.4,1.2,0.3,9.6,9.6
2809,CA,Sea Ranch,75598.0,2.2,98.3,93.5,1.1,0.2,0.8,9.0
2810,CA,Searles Valley,41146.0,23.9,80.2,80.8,4.0,3.2,0.9,16.8
2811,CA,Seaside,51704.0,18.7,75.8,48.4,8.4,1.1,9.7,43.4
2812,CA,Sebastopol,57560.0,9.8,93.8,88.2,1.0,0.8,1.6,12.0
2813,CA,Seeley,23882.0,40.4,58.3,42.9,1.1,0.4,1.2,85.6
2814,CA,Selma,42948.0,24.3,62.0,55.4,1.2,2.1,4.6,77.6
2815,CA,Seville,23750.0,62.6,38.4,41.7,0.0,1.0,0.0,95.4
2816,CA,Shafter,40881.0,21.7,57.9,48.0,1.3,1.2,0.7,80.3
2817,CA,Shandon,57632.0,11.9,72.3,64.9,2.6,1.4,0.5,53.5
2818,CA,Shasta,55755.0,6.5,92.5,91.0,0.6,2.1,1.3,3.2
2819,CA,Shasta Lake,42003.0,19.7,86.9,86.1,0.7,3.8,2.3,8.5
2820,CA,Shaver Lake,81477.0,0.7,98.7,96.4,0.0,0.8,0.5,6.9
2821,CA,Shell Ridge,122083.0,2.5,100.0,85.6,0.5,0.2,7.6,6.2
2822,CA,Sheridan,49083.0,29.2,78.5,82.9,0.6,1.6,1.1,20.4
2823,CA,Shingle Springs,76708.0,16.4,90.2,88.4,0.3,2.4,1.1,10.6
2824,CA,Shingletown,45575.0,14.1,87.8,93.0,0.2,2.1,0.4,3.8
2825,CA,Sierra Brooks,47738.0,0.0,100.0,97.5,0.0,0.8,0.2,4.6
2826,CA,Sierra City,153375.0,4.6,98.2,90.5,0.0,0.9,1.4,9.5
2827,CA,Sierra Madre,92384.0,5.7,98.4,82.1,1.8,0.4,7.6,14.9
2828,CA,Sierra Village,44648.0,4.6,91.1,92.3,0.7,1.5,0.7,7.9
2829,CA,Sierraville,53750.0,9.1,98.1,93.5,1.0,0.0,0.0,8.0
2830,CA,Signal Hill,65773.0,18.1,85.9,42.2,13.6,0.8,20.4,31.5
2831,CA,Silverado Resort,168219.0,2.4,100.0,92.2,0.1,0.1,3.3,5.4
2832,CA,Silver Lakes,69157.0,11.5,92.9,81.2,5.6,0.7,3.5,16.1
2833,CA,Simi Valley,90210.0,6.1,90.5,75.3,1.4,0.6,9.3,23.3
2834,CA,Sisquoc,44500.0,9.3,82.8,79.8,0.0,2.7,1.6,31.7
2835,CA,Sky Valley,37625.0,24.8,80.4,81.5,1.5,1.4,0.9,28.3
2836,CA,Sleepy Hollow,189667.0,4.3,96.2,90.6,0.6,0.4,4.7,2.9
2837,CA,Smartsville,25063.0,3.7,100.0,88.7,0.0,2.8,0.0,10.2
2838,CA,Smith Corner,40143.0,23.6,40.0,43.3,1.9,0.6,0.4,84.0
2839,CA,Smith River,42944.0,27.8,84.8,61.0,0.1,6.8,0.6,33.8
2840,CA,Snelling,49643.0,10.6,89.6,89.2,0.0,1.3,2.6,14.3
2841,CA,Soda Bay,56200.0,13.9,89.8,83.0,1.6,1.4,1.2,16.8
2842,CA,Solana Beach,96902.0,6.8,93.3,85.8,0.5,0.5,4.0,15.9
2843,CA,Soledad,51161.0,19.7,53.5,49.1,11.4,1.4,2.9,71.1
2844,CA,Solvang,67484.0,11.1,92.8,82.5,0.7,1.1,1.4,29.2
2845,CA,Sonoma,62516.0,10.4,92.9,86.8,0.5,0.5,2.8,15.3
2846,CA,Sonora,34605.0,28.0,86.5,89.8,0.5,1.9,1.6,11.1
2847,CA,Soquel,75033.0,12.9,93.8,81.9,0.9,0.7,3.7,16.7
2848,CA,Soulsbyville,73656.0,7.4,94.9,92.0,0.1,1.9,0.6,9.3
2849,CA,South Dos Palos,44571.0,17.5,62.3,49.9,8.3,1.3,2.2,77.9
2850,CA,South El Monte,40938.0,20.5,49.9,50.4,0.5,1.2,11.0,84.9
2851,CA,South Gate,43552.0,20.0,52.4,50.5,0.9,0.9,0.8,94.8
2852,CA,South Lake Tahoe,39793.0,18.5,84.6,73.5,0.9,1.1,5.5,31.1
2853,CA,South Monrovia Island,57292.0,15.5,66.1,50.7,8.4,0.7,6.2,74.0
2854,CA,South Oroville,33862.0,41.0,71.6,59.3,7.1,4.3,15.4,14.8
2855,CA,South Pasadena,78957.0,7.8,95.5,54.3,3.0,0.4,31.1,18.6
2856,CA,South San Francisco,81439.0,7.8,83.5,37.3,2.6,0.6,36.6,34.0
2857,CA,South San Gabriel,64474.0,13.1,73.8,27.2,1.0,0.7,49.4,42.7
2858,CA,South San Jose Hills,55050.0,19.9,56.8,45.3,1.5,0.9,8.0,86.2
2859,CA,South Taft,38512.0,19.9,74.1,64.7,1.0,2.5,0.2,42.9
2860,CA,South Whittier,62592.0,14.0,75.0,58.9,1.5,1.3,4.0,77.1
2861,CA,Spaulding,61591.0,2.3,89.0,94.4,0.0,1.7,0.6,3.4
2862,CA,Spreckels,82396.0,1.8,89.3,71.8,0.0,1.9,3.9,28.7
2863,CA,Spring Valley CDP (Lake,25750.0,31.4,84.7,90.7,1.8,1.2,0.7,8.4
2864,CA,Spring Valley CDP (San Diego,62356.0,12.0,86.7,59.5,11.1,0.8,5.9,32.6
2865,CA,Spring Valley Lake,70481.0,10.5,95.3,78.5,4.9,0.7,4.6,18.6
2866,CA,Springville,30861.0,30.1,96.5,89.5,0.5,2.1,0.7,11.7
2867,CA,Squaw Valley,64325.0,5.6,85.9,85.4,0.9,2.4,1.5,16.6
2868,CA,Squirrel Mountain Valley,83750.0,7.9,92.9,93.1,0.4,1.6,0.2,4.0
2869,CA,Stallion Springs,57011.0,9.0,96.6,90.0,1.2,1.0,1.3,11.5
2870,CA,Stanford,49375.0,21.8,98.6,57.4,4.7,0.6,27.4,10.4
2871,CA,Stanton,46801.0,21.8,68.0,44.5,2.2,1.1,23.1,50.8
2872,CA,Stevenson Ranch,119394.0,5.6,95.3,64.2,3.5,0.4,22.9,16.1
2873,CA,Stinson Beach,108750.0,3.5,100.0,92.1,0.5,1.3,2.2,5.2
2874,CA,Stockton,44797.0,25.3,74.9,37.0,12.2,1.1,21.5,40.3
2875,CA,Stonyford,48333.0,27.7,77.8,85.2,0.0,2.7,0.0,14.8
2876,CA,Stratford,22401.0,59.2,56.3,44.9,1.3,1.3,1.5,83.7
2877,CA,Strathmore,24844.0,50.8,61.7,52.9,0.4,1.5,0.2,79.4
2878,CA,Strawberry CDP (Marin,81583.0,14.2,98.9,80.2,2.1,0.3,10.9,6.5
2879,CA,Suisun City,66452.0,14.3,87.5,38.4,20.3,0.7,19.0,24.0
2880,CA,Sultana,24950.0,60.5,28.8,40.6,0.0,0.4,0.8,89.7
2881,CA,Summerland,76973.0,7.2,97.6,89.4,0.2,0.5,2.8,13.3
2882,CA,Sunnyside,63872.0,18.7,91.5,63.4,4.2,1.4,11.0,36.0
2883,CA,Sunnyside-Tahoe City,59727.0,6.8,97.1,95.1,0.2,0.3,1.0,5.4
2884,CA,Sunny Slopes,80208.0,0.0,100.0,87.4,0.0,1.1,3.8,1.6
2885,CA,Sunnyvale,105401.0,7.5,91.4,43.0,2.0,0.5,40.9,18.9
2886,CA,Sunol,72500.0,10.5,92.0,85.4,0.1,0.7,5.3,10.0
2887,CA,Sun Village,52554.0,18.6,65.3,58.8,7.0,1.4,1.1,63.2
2888,CA,Susanville,47857.0,22.6,70.5,62.8,12.5,3.4,1.1,23.7
2889,CA,Sutter,72703.0,8.5,91.3,86.2,0.6,1.9,1.0,14.1
2890,CA,Sutter Creek,40707.0,19.0,91.8,90.8,0.4,1.4,2.6,8.8
2891,CA,Swall Meadows,97578.0,2.1,100.0,91.4,0.0,1.4,2.3,2.7
2892,CA,Taft,51369.0,20.6,72.3,79.2,4.2,1.3,1.0,35.9
2893,CA,Taft Heights,60485.0,24.7,80.1,82.2,0.8,1.8,0.6,22.6
2894,CA,Taft Mosswood,26149.0,21.8,47.4,29.0,12.5,0.7,12.0,71.8
2895,CA,Tahoe Vista,47833.0,14.4,89.5,89.3,0.2,0.6,1.5,24.6
2896,CA,Tahoma,42500.0,13.6,90.2,94.8,0.5,0.8,1.2,4.3
2897,CA,Talmage,73523.0,10.9,71.5,44.5,0.3,2.4,24.2,32.4
2898,CA,Tamalpais-Homestead Valley,138650.0,4.3,98.3,88.0,0.8,0.2,5.5,4.6
2899,CA,Tara Hills,57896.0,12.3,83.3,43.2,13.3,0.6,17.0,38.0
2900,CA,Tarpey Village,59969.0,12.7,88.3,73.8,2.0,1.5,6.7,31.4
2901,CA,Taylorsville,95227.0,0.0,100.0,93.6,0.0,2.1,0.0,0.7
2902,CA,Tehachapi,41705.0,22.0,75.6,65.4,9.0,1.4,1.7,37.9
2903,CA,Tehama,36250.0,17.1,84.6,82.8,1.4,5.5,0.2,13.6
2904,CA,Temecula,79925.0,7.0,91.4,70.8,4.1,1.1,9.8,24.7
2905,CA,Temelec,38070.0,9.2,96.3,95.5,0.3,0.3,2.2,4.7
2906,CA,Temescal Valley,86513.0,8.0,91.4,65.6,6.7,0.6,9.6,30.0
2907,CA,Temple City,64372.0,9.6,86.2,33.6,0.8,0.4,55.7,19.3
2908,CA,Templeton,66169.0,6.9,94.2,89.0,0.8,1.0,1.6,15.3
2909,CA,Tennant,14625.0,69.0,66.2,87.8,0.0,4.9,0.0,9.8
2910,CA,Terminous,52750.0,5.1,73.0,88.7,0.5,1.6,1.8,10.5
2911,CA,Terra Bella,30074.0,35.3,35.0,43.1,0.2,0.6,2.3,87.4
2912,CA,Teviston,24181.0,70.3,38.6,37.0,4.1,0.7,0.8,85.6
2913,CA,Thermal,25643.0,38.3,41.0,36.1,1.0,1.0,1.1,95.3
2914,CA,Thermalito,35464.0,32.0,75.3,69.1,0.9,3.9,16.6,10.7
2915,CA,Thornton,33036.0,37.6,58.7,49.0,3.8,0.3,4.0,68.1
2916,CA,Thousand Oaks,100946.0,6.2,92.4,80.3,1.3,0.4,8.7,16.8
2917,CA,Thousand Palms,42727.0,10.1,79.3,74.7,1.4,1.0,1.7,52.5
2918,CA,Three Rivers,45833.0,11.7,98.1,90.6,0.3,1.2,1.4,9.7
2919,CA,Tiburon,131542.0,3.6,98.5,88.1,0.9,0.2,5.6,4.6
2920,CA,Timber Cove,50313.0,18.1,94.3,92.7,0.6,0.6,3.7,5.5
2921,CA,Tipton,31445.0,33.1,34.7,60.4,0.1,0.6,0.4,84.4
2922,CA,Tooleville,29455.0,7.9,22.4,42.8,1.5,5.6,2.4,82.3
2923,CA,Topanga,112330.0,5.1,97.5,88.2,1.4,0.4,4.3,6.4
2924,CA,Topaz,28006.0,35.1,53.8,88.0,0.0,2.0,0.0,48.0
2925,CA,Toro Canyon,100652.0,3.2,94.7,92.0,0.5,0.5,0.9,19.4
2926,CA,Torrance,79549.0,7.0,93.5,51.1,2.7,0.4,34.5,16.1
2927,CA,Tracy,76310.0,8.6,83.4,52.7,7.2,0.9,14.7,36.9
2928,CA,Tranquillity,29792.0,42.5,56.4,63.1,1.1,1.6,0.3,79.7
2929,CA,Traver,38942.0,39.0,35.6,42.4,0.1,3.1,0.8,77.3
2930,CA,Tres Pinos,76429.0,3.4,91.4,81.9,0.6,1.7,1.3,23.5
2931,CA,Trinidad,52083.0,5.9,96.1,90.2,0.5,4.1,0.5,3.0
2932,CA,Trinity Center,27212.0,17.1,91.2,93.3,0.0,2.6,0.4,4.1
2933,CA,Trinity Village,29250.0,23.1,95.5,90.6,0.3,6.1,0.0,1.3
2934,CA,Truckee,77320.0,6.5,92.5,86.5,0.4,0.6,1.5,18.6
2935,CA,Tulare,46659.0,21.7,71.7,61.3,3.9,1.2,2.2,57.5
2936,CA,Tulelake,32279.0,27.3,61.7,55.7,0.1,1.5,0.1,59.5
2937,CA,Tuolumne City,29444.0,38.3,93.7,87.0,0.7,4.7,0.7,11.6
2938,CA,Tupman,36250.0,42.1,59.3,92.5,0.0,0.0,0.0,7.5
2939,CA,Turlock,51401.0,17.5,81.2,69.8,1.7,0.9,5.6,36.4
2940,CA,Tustin,71897.0,13.6,83.5,52.6,2.3,0.6,20.3,39.7
2941,CA,Tuttletown,49261.0,1.5,100.0,91.8,0.7,2.1,0.7,7.2
2942,CA,Twain Harte,45642.0,9.1,97.9,91.0,0.2,1.5,1.4,7.7
2943,CA,Twentynine Palms,41582.0,17.9,89.9,71.6,8.2,1.3,3.9,20.8
2944,CA,Twin Lakes,50802.0,15.6,89.3,79.3,1.4,1.2,2.6,22.6
2945,CA,Ukiah,39634.0,26.5,83.5,72.1,1.1,3.7,2.6,27.7
2946,CA,Union City,85521.0,8.1,87.8,23.9,6.3,0.5,50.9,22.9
2947,CA,Upland,60779.0,15.5,89.1,65.6,7.3,0.7,8.4,38.0
2948,CA,Upper Lake,32381.0,32.4,74.8,80.0,0.7,3.1,0.7,23.0
2949,CA,Vacaville,74001.0,10.7,88.4,66.3,10.3,0.9,6.1,22.9
2950,CA,Valinda,65849.0,12.5,66.2,48.5,1.9,1.1,11.9,78.8
2951,CA,Vallecito,46316.0,4.1,100.0,90.0,0.0,1.4,2.5,7.5
2952,CA,Vallejo,57028.0,18.3,87.4,32.8,22.1,0.7,24.9,22.6
2953,CA,Valle Vista,40813.0,23.2,83.5,79.2,3.0,1.7,1.9,27.6
2954,CA,Valley Acres,58229.0,7.5,90.6,81.2,0.2,1.9,0.2,23.0
2955,CA,Valley Center,82799.0,8.5,82.4,73.1,0.9,2.0,3.2,27.8
2956,CA,Valley Ford,8958.0,85.2,67.7,71.4,0.7,0.0,0.0,35.4
2957,CA,Valley Home,39338.0,10.3,69.5,81.6,0.9,1.3,0.0,14.9
2958,CA,Valley Ranch,118750.0,0.0,100.0,98.2,0.0,0.0,0.0,1.8
2959,CA,Valley Springs,63155.0,16.9,93.1,85.8,1.0,1.1,2.0,12.8
2960,CA,Val Verde,72031.0,16.8,77.0,56.9,4.3,1.1,1.9,61.1
2961,CA,Vandenberg AFB,58893.0,6.4,97.3,69.4,9.2,0.8,6.2,18.5
2962,CA,Vandenberg Village,73182.0,7.7,94.4,77.4,4.2,0.9,5.0,18.7
2963,CA,Vernon,61250.0,2.4,72.7,88.4,3.6,0.0,1.8,42.9
2964,CA,Victorville,45894.0,26.0,78.3,48.5,16.8,1.4,4.0,47.8
2965,CA,View Park-Windsor Hills,82718.0,8.7,95.5,6.0,84.8,0.4,1.3,6.5
2966,CA,Villa Park,137083.0,3.7,96.8,78.3,0.7,0.6,14.7,10.3
2967,CA,Vina,35250.0,16.0,82.2,82.3,0.4,3.0,0.8,17.7
2968,CA,Vincent,75375.0,8.4,72.1,54.5,2.0,0.9,7.1,74.9
2969,CA,Vine Hill,62208.0,18.4,74.2,68.3,3.0,0.9,5.2,31.1
2970,CA,Vineyard,78647.0,13.5,88.0,45.5,9.8,0.7,29.4,17.8
2971,CA,Visalia,52157.0,21.3,82.7,64.5,2.1,1.4,5.4,46.0
2972,CA,Vista,50601.0,17.8,76.9,63.5,3.3,1.2,4.2,48.4
2973,CA,Vista Santa Rosa,42222.0,23.6,56.5,58.1,0.3,4.8,0.2,85.0
2974,CA,Volta,85652.0,0.0,82.9,81.7,2.8,0.0,0.4,53.7
2975,CA,Walker,63566.0,8.9,81.0,87.2,0.4,7.9,0.4,9.7
2976,CA,Wallace,106831.0,0.0,89.8,86.1,0.7,1.0,2.5,7.9
2977,CA,Walnut,100184.0,6.7,93.0,23.7,2.8,0.2,63.6,19.1
2978,CA,Walnut Creek,82120.0,5.9,97.3,78.7,1.6,0.2,12.5,8.6
2979,CA,Walnut Grove,54167.0,15.8,87.4,61.2,1.0,1.6,7.1,43.6
2980,CA,Walnut Park,42400.0,19.1,46.4,56.7,0.4,1.7,0.6,97.4
2981,CA,Warm Springs,75025.0,7.5,73.9,62.5,4.4,0.9,3.8,46.0
2982,CA,Wasco,39580.0,32.7,51.1,49.2,7.6,1.1,0.7,76.7
2983,CA,Waterford,44936.0,25.0,61.2,71.0,0.9,1.3,1.5,42.3
2984,CA,Waterloo,109485.0,0.0,96.9,78.7,0.0,0.9,3.7,26.6
2985,CA,Watsonville,46018.0,19.7,56.3,43.7,0.7,1.2,3.3,81.4
2986,CA,Waukena,36750.0,12.6,87.5,79.6,0.0,2.8,0.0,41.7
2987,CA,Wawona,60559.0,31.6,100.0,81.7,1.2,1.8,2.4,7.1
2988,CA,Weaverville,40669.0,15.8,91.9,87.8,0.3,4.2,1.1,7.1
2989,CA,Weed,27900.0,32.9,88.1,74.9,6.9,2.4,4.1,16.0
2990,CA,Weedpatch,28901.0,42.8,31.9,45.6,0.3,2.9,0.5,93.5
2991,CA,Weldon,28262.0,29.3,80.2,89.9,0.2,3.1,0.4,8.2
2992,CA,Weott,40357.0,12.2,100.0,87.5,0.0,4.5,0.3,6.9
2993,CA,West Athens,42051.0,25.7,73.9,18.1,52.4,0.4,1.3,44.0
2994,CA,West Bishop,83580.0,3.0,95.2,91.0,0.4,1.1,1.7,10.0
2995,CA,West Carson,64613.0,8.2,84.8,35.2,10.7,0.9,31.0,32.7
2996,CA,West Covina,69189.0,10.3,83.1,42.8,4.5,1.0,25.8,53.2
2997,CA,West Goshen,20700.0,76.4,49.1,54.0,0.4,2.0,1.4,70.1
2998,CA,Westhaven-Moonstone,50536.0,17.0,95.8,89.9,0.7,3.2,1.5,4.4
2999,CA,West Hollywood,56317.0,15.3,95.4,84.2,3.2,0.3,5.4,10.5
3000,CA,Westlake Village,113884.0,6.1,98.1,88.6,1.2,0.1,5.9,6.4
3001,CA,Westley,21944.0,60.6,33.7,35.2,0.0,0.8,0.2,96.0
3002,CA,West Menlo Park,178542.0,4.0,98.5,81.5,0.8,0.1,11.4,5.5
3003,CA,Westminster,53455.0,17.8,76.4,35.7,0.9,0.4,47.5,23.6
3004,CA,West Modesto,30221.0,41.2,53.6,53.2,2.4,1.5,4.6,62.1
3005,CA,Westmont,26808.0,37.0,69.6,15.8,51.1,0.6,0.4,46.7
3006,CA,Westmorland,22452.0,42.4,55.9,46.7,0.9,1.7,0.5,87.1
3007,CA,West Park,36875.0,27.1,63.3,52.0,2.8,2.8,4.7,76.0
3008,CA,West Point,27978.0,36.8,89.5,83.5,0.0,6.4,0.3,9.9
3009,CA,West Puente Valley,64726.0,8.6,63.6,50.3,2.1,1.1,7.3,85.5
3010,CA,West Rancho Dominguez,47881.0,20.3,71.0,18.6,52.5,0.6,0.8,44.6
3011,CA,West Sacramento,52763.0,17.7,82.7,60.6,4.8,1.6,10.5,31.4
3012,CA,West Whittier-Los Nietos,65363.0,8.9,71.4,59.4,1.0,1.5,1.5,87.6
3013,CA,Westwood,34464.0,24.2,95.1,86.8,0.2,6.3,0.6,10.9
3014,CA,Wheatland,63521.0,18.1,84.3,76.2,1.2,1.7,5.9,17.9
3015,CA,Whitley Gardens,85500.0,0.0,90.7,91.2,0.4,2.1,0.4,15.1
3016,CA,Whittier,66457.0,12.5,83.3,64.6,1.3,1.3,3.8,65.7
3017,CA,Wildomar,62489.0,15.0,84.1,69.5,3.3,1.2,4.5,35.3
3018,CA,Wilkerson,76250.0,0.5,96.7,93.1,0.0,2.3,0.9,9.4
3019,CA,Williams,52484.0,15.7,55.0,54.4,1.2,1.1,1.8,76.0
3020,CA,Willits,30678.0,30.7,84.3,79.0,0.7,4.4,1.4,20.6
3021,CA,Willowbrook,36481.0,29.4,49.4,22.9,34.4,0.8,0.3,63.9
3022,CA,Willow Creek,32778.0,39.2,95.2,80.4,0.4,9.8,0.8,6.3
3023,CA,Willows,39274.0,18.7,77.9,69.8,1.3,2.2,5.1,32.8
3024,CA,Wilton,94129.0,11.2,94.0,78.9,3.2,0.8,5.4,12.7
3025,CA,Winchester,58103.0,14.1,73.6,62.2,1.5,0.7,1.8,48.7
3026,CA,Windsor,85291.0,4.1,86.8,73.9,0.8,2.2,3.0,31.8
3027,CA,Winter Gardens,58277.0,12.8,89.9,81.6,2.0,1.1,1.7,20.8
3028,CA,Winters,66959.0,5.3,78.3,70.0,0.6,0.8,1.0,52.4
3029,CA,Winton,41118.0,24.4,51.8,53.7,1.6,1.3,6.6,71.3
3030,CA,Wofford Heights,45163.0,2.6,88.6,92.6,0.3,1.9,0.5,7.1
3031,CA,Woodacre,77500.0,2.8,95.7,91.3,0.2,0.3,2.0,5.7
3032,CA,Woodbridge,77000.0,9.3,86.7,75.2,0.4,1.2,5.0,31.0
3033,CA,Woodcrest,84063.0,8.9,86.7,72.6,5.0,0.5,5.0,28.7
3034,CA,Woodlake,32266.0,29.9,53.6,50.7,0.5,1.5,0.7,87.7
3035,CA,Woodland,55893.0,14.0,79.5,62.9,1.5,1.3,6.2,47.4
3036,CA,Woodlands,161111.0,0.0,100.0,93.9,1.2,0.0,3.1,4.7
3037,CA,Woodside,250000.0,4.5,97.2,89.2,0.4,0.1,6.3,4.6
3038,CA,Woodville,32917.0,51.8,27.2,77.3,0.1,1.8,0.3,88.8
3039,CA,Wrightwood,55714.0,11.6,97.0,91.2,0.8,0.6,1.1,11.9
3040,CA,Yankee Hill,43693.0,29.3,82.0,91.6,0.6,2.1,1.2,6.6
3041,CA,Yolo,76029.0,4.7,84.5,61.8,0.0,2.0,0.0,65.1
3042,CA,Yorba Linda,117855.0,3.6,95.5,75.1,1.3,0.4,15.6,14.4
3043,CA,Yosemite Lakes,58189.0,12.1,93.6,89.0,0.8,1.8,1.0,10.4
3044,CA,Yosemite Valley,38309.0,10.7,90.9,80.3,2.7,3.0,3.0,11.9
3045,CA,Yountville,60417.0,7.2,90.6,89.4,1.3,1.0,1.7,9.9
3046,CA,Yreka,28333.0,34.3,84.4,83.6,0.7,6.3,1.2,9.7
3047,CA,Yuba City,50649.0,18.5,78.3,57.6,2.5,1.4,17.2,28.4
3048,CA,Yucaipa,56452.0,16.7,86.4,79.5,1.6,0.9,2.8,27.1
3049,CA,Yucca Valley,40030.0,21.0,85.5,83.5,3.2,1.1,2.3,17.8
3050,CA,Zayante,81513.0,7.7,96.4,91.8,1.4,0.9,0.6,8.1
3051,CO,Acres Green,84479.0,5.1,98.1,88.1,1.7,0.5,1.6,12.3
3052,CO,Aetna Estates,55150.0,26.3,77.7,77.9,2.6,2.2,0.7,31.3
3053,CO,Aguilar,36701.0,14.8,69.8,80.3,0.2,4.6,0.0,46.1
3054,CO,Air Force Academy,65795.0,3.4,97.9,79.9,5.9,0.4,3.9,11.2
3055,CO,Akron,40972.0,12.6,87.9,96.1,1.5,0.1,0.2,9.6
3056,CO,Alamosa,27850.0,35.1,83.8,69.8,1.7,3.2,1.2,53.2
3057,CO,Alamosa East,49200.0,28.4,85.0,72.7,0.2,2.5,0.9,54.1
3058,CO,Allenspark,46981.0,3.0,100.0,98.1,0.4,0.4,0.0,2.7
3059,CO,Alma,45000.0,20.5,98.6,93.3,0.4,1.1,0.0,7.0
3060,CO,Altona,90114.0,10.2,100.0,94.4,0.8,0.4,2.0,5.2
3061,CO,Antonito,21087.0,35.4,89.1,67.9,0.8,4.4,0.1,85.1
3062,CO,Applewood,77987.0,7.7,96.8,93.5,0.6,0.8,1.6,5.6
3063,CO,Arboles,40595.0,5.3,92.4,81.4,0.7,3.2,0.4,22.1
3064,CO,Aristocrat Ranchettes,50403.0,4.3,71.6,79.4,0.6,0.4,0.1,46.2
3065,CO,Arriba,36071.0,16.5,90.8,93.8,0.5,0.0,1.6,6.2
3066,CO,Arvada,69938.0,8.4,94.2,89.8,0.9,0.8,2.2,13.7
3067,CO,Aspen,67164.0,8.8,96.7,93.9,0.8,0.3,1.5,7.5
3068,CO,Aspen Park,66563.0,9.9,95.8,95.5,0.2,0.1,1.7,3.1
3069,CO,Atwood,60469.0,0.0,96.8,92.5,0.0,3.0,0.0,8.3
3070,CO,Ault,50368.0,15.3,86.1,87.6,0.4,1.2,0.5,30.0
3071,CO,Aurora,53011.0,15.3,86.5,61.1,15.7,1.0,4.9,28.7
3072,CO,Avon,48022.0,12.8,91.0,76.3,1.8,0.5,1.1,49.0
3073,CO,Avondale,40667.0,37.9,86.7,80.9,0.9,2.4,0.1,59.8
3074,CO,Bark Ranch,116985.0,0.0,100.0,97.7,0.0,0.0,0.9,0.5
3075,CO,Basalt,69583.0,6.4,93.3,86.1,0.8,0.5,1.3,20.3
3076,CO,Battlement Mesa,71317.0,6.1,84.4,87.8,0.4,1.8,0.3,17.7
3077,CO,Bayfield,64087.0,7.4,91.5,88.4,0.2,4.1,0.3,13.2
3078,CO,Bennett,50750.0,11.6,93.9,91.8,0.3,1.2,0.3,10.7
3079,CO,Berkley,48214.0,18.7,70.3,66.3,1.6,2.0,4.0,55.7
3080,CO,Berthoud,59477.0,9.3,97.0,93.1,0.2,0.9,1.0,8.6
3081,CO,Bethune,37500.0,19.9,75.9,82.3,0.4,0.8,0.0,36.7
3082,CO,Beulah Valley,46250.0,10.0,91.5,95.9,0.2,0.7,0.0,7.2
3083,CO,Black Forest,105313.0,3.7,98.0,93.7,1.3,0.6,1.3,4.9
3084,CO,Black Hawk,38500.0,20.0,96.6,91.5,0.0,3.4,0.0,9.3
3085,CO,Blanca,30250.0,11.3,65.5,69.1,0.5,0.5,2.1,60.8
3086,CO,Blende,32625.0,28.9,83.3,82.2,0.8,0.9,0.8,45.9
3087,CO,Blue River,79773.0,8.9,100.0,98.6,0.5,0.2,0.5,2.8
3088,CO,Bonanza Mountain Estates,71635.0,0.0,85.4,95.3,0.0,0.0,2.3,0.8
3089,CO,Boone,25000.0,29.8,83.9,88.5,0.6,1.2,0.0,27.4
3090,CO,Boulder,58484.0,23.1,96.3,88.0,0.9,0.4,4.7,8.7
3091,CO,Bow Mar,172083.0,1.6,99.6,95.6,0.2,0.1,1.4,2.9
3092,CO,Branson,36875.0,2.4,97.1,91.9,0.0,1.4,1.4,27.0
3093,CO,Breckenridge,61394.0,12.0,99.0,93.1,0.7,0.1,1.2,9.0
3094,CO,Brighton,61051.0,9.9,82.5,77.4,1.5,1.4,1.3,40.5
3095,CO,Brookside,47679.0,9.0,92.8,96.1,0.0,0.4,0.0,8.2
3096,CO,Broomfield,81898.0,6.5,95.7,86.1,1.1,0.6,6.1,11.1
3097,CO,Brush,44457.0,12.1,81.8,80.2,1.3,1.5,0.4,36.2
3098,CO,Buena Vista,43429.0,4.5,96.3,96.1,0.4,0.8,0.3,5.0
3099,CO,Burlington,42457.0,14.9,81.7,83.1,5.2,1.0,0.5,27.5
3100,CO,Byers,60662.0,8.8,90.5,90.7,0.9,1.5,0.4,8.5
