,Geographic Area,City,Median Income,poverty_rate,percent_completed_hs,share_white,share_black,share_native_american,share_asian,share_hispanic
19796,OR,Garden Home-Whitford,62449.0,7.6,96.3,89.0,1.0,0.4,4.1,4.4
19797,OR,Gardiner,52695.0,18.4,80.1,91.5,0.8,3.2,1.6,4.4
19798,OR,Garibaldi,36429.0,18.0,90.2,94.7,0.1,0.8,0.9,3.5
19799,OR,Gaston,53654.0,5.5,77.9,91.2,0.3,1.4,0.6,11.0
19800,OR,Gates,36875.0,19.2,86.7,92.4,0.2,1.7,0.8,4.5
19801,OR,Gearhart,49125.0,19.7,95.0,94.6,0.3,0.4,0.8,4.0
19802,OR,Gervais,51339.0,18.5,74.0,52.4,0.6,3.7,0.9,67.1
19803,OR,Gladstone,55848.0,11.6,89.0,89.2,0.9,1.0,1.6,8.7
19804,OR,Glasgow,36012.0,4.7,95.7,92.8,0.1,1.6,1.6,3.7
19805,OR,Glendale,34306.0,28.8,79.0,89.8,0.3,1.4,0.1,9.4
19806,OR,Glide,50859.0,20.7,94.8,94.8,0.3,1.7,0.3,3.1
19807,OR,Gold Beach,48065.0,19.8,88.3,91.5,0.3,2.0,0.8,4.9
19808,OR,Gold Hill,39688.0,16.1,93.1,93.5,0.2,1.6,0.5,2.7
19809,OR,Gopher Flats,39219.0,32.1,88.2,82.1,0.3,13.2,0.0,1.1
19810,OR,Grand Ronde,44271.0,8.7,82.9,57.6,0.1,28.4,0.4,6.7
19811,OR,Grants Pass,34224.0,21.2,89.2,90.9,0.5,1.2,1.1,8.5
19812,OR,Grass Valley,37500.0,27.8,96.9,97.0,0.0,0.6,0.0,3.0
19813,OR,Green,41572.0,17.0,89.5,93.3,0.2,1.8,0.8,5.8
19814,OR,Gresham,46956.0,21.3,84.2,76.0,3.5,1.3,4.3,18.9
19815,OR,Haines,39375.0,22.7,87.9,94.5,0.0,1.2,0.0,1.4
19816,OR,Halfway,23833.0,31.1,87.7,94.1,0.0,1.7,0.7,3.5
19817,OR,Halsey,51958.0,9.4,93.5,94.4,0.3,0.6,0.6,4.9
19818,OR,Happy Valley,101250.0,4.5,96.6,76.2,1.1,0.5,17.4,4.0
19819,OR,Harbor,26607.0,28.6,82.8,92.9,0.3,2.4,0.5,4.7
19820,OR,Harper,31875.0,13.1,94.0,84.4,0.0,0.0,0.0,16.5
19821,OR,Harrisburg,48125.0,21.4,92.9,91.3,0.5,1.0,0.3,8.0
19822,OR,Hayesville,40632.0,22.0,77.1,65.9,1.2,1.8,2.9,39.8
19823,OR,Hebo,27450.0,0.0,92.4,86.2,0.0,2.6,6.0,13.4
19824,OR,Helix,46607.0,8.8,98.4,81.0,0.0,8.7,0.0,6.0
19825,OR,Heppner,40313.0,21.5,88.4,92.5,0.2,1.2,0.3,3.7
19826,OR,Hermiston,46141.0,21.9,77.9,74.2,0.8,1.3,1.5,34.9
19827,OR,Hillsboro,67757.0,13.6,88.0,73.3,2.0,1.0,8.6,22.6
19828,OR,Hines,38587.0,17.0,88.8,94.9,0.3,1.0,0.4,3.1
19829,OR,Holley,47083.0,22.5,89.7,94.4,0.3,0.5,0.0,3.2
19830,OR,Hood River,47310.0,19.1,85.6,86.9,0.5,0.6,1.5,24.4
19831,OR,Hubbard,53992.0,20.2,72.4,73.3,0.5,2.3,0.9,36.3
19832,OR,Huntington,34219.0,20.4,71.8,92.3,0.2,3.9,0.7,1.8
19833,OR,Idanha,29464.0,25.3,81.8,96.3,0.0,0.0,0.0,5.2
19834,OR,Idaville,25781.0,17.2,86.4,92.3,0.0,1.2,1.5,8.0
19835,OR,Imbler,46875.0,12.7,93.4,93.8,0.0,1.0,0.0,2.6
19836,OR,Independence,44454.0,24.8,83.2,73.3,0.4,1.8,1.2,35.3
19837,OR,Ione,51029.0,7.5,93.3,86.6,0.0,0.9,0.6,11.9
19838,OR,Irrigon,51054.0,15.8,79.5,76.2,0.4,1.4,0.6,32.0
19839,OR,Island City,53750.0,19.2,93.6,94.7,0.1,0.6,0.5,3.4
19840,OR,Jacksonville,46901.0,4.3,96.6,95.6,0.4,0.6,0.9,2.9
19841,OR,Jeffers Gardens,41875.0,13.7,96.8,90.2,0.8,1.4,0.0,9.0
19842,OR,Jefferson,47849.0,24.5,87.6,83.8,0.2,1.7,0.5,19.2
19843,OR,Jennings Lodge,52457.0,15.8,92.0,87.5,1.6,0.8,1.8,11.1
19844,OR,John Day,33276.0,14.3,88.4,94.4,0.5,1.5,0.7,2.7
19845,OR,Johnson City,31875.0,16.3,88.0,84.3,0.4,1.4,1.9,15.4
19846,OR,Jordan Valley,33333.0,8.5,92.9,95.0,0.0,3.3,0.0,6.6
19847,OR,Joseph,37216.0,24.2,94.3,94.7,0.7,0.9,0.4,2.0
19848,OR,Junction City,42153.0,22.8,84.9,90.4,0.7,1.3,0.6,9.0
19849,OR,Keizer,51244.0,15.8,88.7,82.5,0.8,1.3,1.6,18.3
19850,OR,Kerby,17917.0,41.8,82.8,88.6,0.7,2.5,0.2,4.9
19851,OR,King City,45283.0,7.7,96.7,89.0,1.8,0.4,5.2,4.5
19852,OR,Kings Valley,14324.0,19.4,48.6,87.7,0.0,0.0,1.5,6.2
19853,OR,Kirkpatrick,74688.0,11.0,96.9,46.4,0.0,45.3,0.6,1.1
19854,OR,Klamath Falls,35690.0,25.0,86.5,83.4,1.0,4.3,1.6,11.8
19855,OR,Labish Village,45714.0,0.0,37.8,40.8,0.2,1.2,0.0,67.0
19856,OR,Lacomb,41359.0,8.0,87.2,91.6,0.0,3.3,0.0,3.8
19857,OR,Lafayette,56629.0,14.6,77.5,84.6,0.3,0.9,0.7,22.0
19858,OR,La Grande,39135.0,22.5,93.3,91.3,0.8,1.4,1.1,4.6
19859,OR,Lake Oswego,85303.0,7.3,98.4,89.3,0.7,0.4,5.6,3.7
19860,OR,Lakeside,37413.0,19.1,88.1,94.4,0.3,1.5,0.2,3.2
19861,OR,Lakeview,35672.0,22.0,86.1,91.3,0.0,1.6,0.8,7.8
19862,OR,La Pine,30842.0,23.0,86.3,93.5,0.2,1.1,0.2,5.8
19863,OR,Lebanon,40530.0,19.9,91.6,91.2,0.5,1.4,1.1,5.8
19864,OR,Lexington,45500.0,0.6,89.0,92.4,0.0,0.0,0.4,1.3
19865,OR,Lincoln Beach,41130.0,13.1,84.0,92.7,0.3,1.2,1.2,4.2
19866,OR,Lincoln City,37894.0,20.9,86.0,83.7,0.4,3.5,1.5,13.2
19867,OR,Lonerock,14464.0,27.8,61.1,100.0,0.0,0.0,0.0,0.0
19868,OR,Long Creek,43438.0,22.0,89.4,94.4,0.0,1.5,0.0,5.6
19869,OR,Lookingglass,44408.0,0.0,97.5,95.4,0.5,1.3,0.4,3.7
19870,OR,Lostine,46250.0,13.9,94.1,93.0,0.0,2.3,3.3,1.9
19871,OR,Lowell,53438.0,14.8,88.1,90.9,0.0,1.7,0.7,3.5
19872,OR,Lyons,60417.0,11.4,87.8,91.4,0.4,1.5,1.1,4.5
19873,OR,McMinnville,45588.0,21.2,85.2,82.2,0.7,1.2,1.5,20.6
19874,OR,Madras,37732.0,24.3,75.9,66.4,0.7,6.9,0.8,38.5
19875,OR,Malin,35375.0,22.7,53.3,70.6,0.0,1.1,0.0,57.8
19876,OR,Manzanita,51429.0,16.0,96.9,91.6,1.2,0.2,1.8,6.2
19877,OR,Maupin,41786.0,12.0,90.5,95.7,0.0,0.7,0.2,1.2
19878,OR,Maywood Park,80625.0,4.5,96.4,85.5,3.5,0.4,5.9,4.0
19879,OR,Medford,41931.0,23.0,86.4,86.0,0.9,1.2,1.5,13.8
19880,OR,Mehama,62344.0,11.7,88.0,93.5,0.0,2.4,0.3,5.1
19881,OR,Melrose,44250.0,18.4,81.5,95.0,0.1,0.3,1.1,3.9
19882,OR,Merlin,51292.0,16.9,96.3,93.3,0.1,1.6,0.4,5.2
19883,OR,Merrill,39821.0,26.7,67.5,70.9,0.1,1.5,0.0,43.1
19884,OR,Metolius,38750.0,23.5,70.5,75.6,1.0,3.8,0.6,23.7
19885,OR,Metzger,46314.0,15.5,92.0,80.1,2.8,0.8,3.1,13.7
19886,OR,Mill City,38689.0,20.0,79.8,90.7,0.4,1.9,0.4,9.2
19887,OR,Millersburg,72778.0,17.5,87.7,91.9,0.1,1.1,1.4,6.6
19888,OR,Milton-Freewater,35076.0,33.7,70.6,70.9,0.6,0.8,0.6,43.1
19889,OR,Milwaukie,52011.0,12.9,94.3,88.5,1.3,1.3,2.5,7.0
19890,OR,Mission,27750.0,29.9,83.9,16.1,1.1,74.8,0.0,7.5
19891,OR,Mitchell,24688.0,27.0,76.7,92.3,0.0,0.8,0.0,1.5
19892,OR,Molalla,55534.0,8.7,87.2,86.9,0.6,1.0,0.8,14.5
19893,OR,Monmouth,32027.0,32.3,92.6,82.8,1.1,1.5,3.3,13.4
19894,OR,Monroe,32917.0,12.0,85.0,89.0,0.2,1.3,0.2,16.2
19895,OR,Monument,20208.0,24.7,86.4,94.5,0.0,0.8,0.0,3.9
19896,OR,Moro,30417.0,23.6,89.8,92.6,0.0,3.1,0.0,4.0
19897,OR,Mosier,42500.0,11.6,87.8,90.1,0.2,2.3,1.2,22.4
19898,OR,Mount Angel,42778.0,10.3,85.5,82.6,0.5,1.0,0.5,26.1
19899,OR,Mount Hood,63542.0,0.0,100.0,74.5,0.0,0.7,0.0,30.4
19900,OR,Mount Hood Village,63348.0,7.6,94.1,93.0,0.1,1.3,0.7,5.6
19901,OR,Mount Vernon,29583.0,27.5,82.2,95.4,0.0,0.2,0.2,3.0
19902,OR,Mulino,80081.0,7.2,91.5,95.8,0.2,1.0,0.4,2.8
19903,OR,Myrtle Creek,39350.0,34.1,82.2,90.7,0.3,2.1,0.8,4.3
19904,OR,Myrtle Point,36935.0,16.8,84.4,89.9,0.4,3.5,0.2,4.6
19905,OR,Nehalem,43500.0,2.8,92.3,93.0,0.0,0.4,1.1,5.9
19906,OR,Nesika Beach,57277.0,8.4,91.9,94.8,0.2,0.6,0.9,3.2
19907,OR,Neskowin,39559.0,9.6,100.0,95.5,0.0,0.0,1.5,2.2
19908,OR,Netarts,62045.0,9.1,94.6,95.3,0.0,1.1,0.0,4.1
19909,OR,Newberg,50039.0,20.5,87.5,85.9,0.8,0.8,2.2,13.5
19910,OR,New Hope,54115.0,9.1,93.8,95.2,0.1,1.1,1.0,4.9
19911,OR,New Pine Creek,36842.0,31.8,74.5,83.3,0.0,5.0,0.0,9.2
19912,OR,Newport,37452.0,18.8,90.2,84.1,0.6,2.1,1.6,15.3
19913,OR,North Bend,43586.0,13.2,93.2,89.3,0.3,2.3,1.7,5.8
19914,OR,North Plains,72212.0,0.5,91.8,89.0,0.4,1.2,1.8,11.0
19915,OR,North Powder,27500.0,46.9,80.1,92.5,0.5,1.6,0.5,8.9
19916,OR,Nyssa,40586.0,29.6,70.2,63.1,0.3,0.7,1.3,60.5
19917,OR,Oak Grove,56268.0,9.9,90.0,89.7,1.0,0.8,1.7,8.4
19918,OR,Oak Hills,79333.0,7.5,94.0,71.4,1.5,0.3,19.3,6.9
19919,OR,Oakland,38077.0,12.2,83.3,94.2,0.1,1.4,0.3,3.0
19920,OR,Oakridge,39947.0,21.4,84.1,90.7,1.0,1.8,0.6,5.4
19921,OR,Oatfield,69744.0,9.2,94.4,89.5,0.8,0.9,3.2,6.5
19922,OR,Oceanside,59792.0,19.2,100.0,94.2,0.3,0.3,0.6,5.3
19923,OR,Odell,57198.0,5.5,67.4,73.5,0.5,1.2,0.4,63.5
19924,OR,Ontario,27760.0,35.1,76.8,69.5,0.7,1.3,2.2,41.3
19925,OR,Oregon City,62858.0,11.6,92.6,91.1,0.6,0.9,1.7,7.3
19926,OR,Pacific City,25230.0,31.6,84.9,91.9,0.4,1.3,0.7,6.0
19927,OR,Paisley,37404.0,8.7,89.9,93.8,2.1,1.2,0.8,1.6
19928,OR,Parkdale,72900.0,0.0,61.0,64.3,0.0,5.1,1.9,42.1
19929,OR,Pendleton,46772.0,15.1,90.8,87.3,1.4,3.2,1.1,9.7
19930,OR,Philomath,49333.0,19.3,93.8,91.1,0.7,1.2,1.0,6.7
19931,OR,Phoenix,32035.0,25.8,89.1,84.0,0.9,1.5,1.3,15.8
19932,OR,Pilot Rock,38550.0,14.8,90.4,93.5,0.0,1.7,0.0,3.2
19933,OR,Pine Grove,32750.0,9.0,82.0,100.0,0.0,0.0,0.0,0.0
19934,OR,Pine Hollow,37300.0,18.6,89.7,96.2,0.0,0.8,0.2,2.8
19935,OR,Plush,34000.0,4.4,87.8,89.5,0.0,7.0,0.0,10.5
19936,OR,Portland,55003.0,18.0,91.3,76.1,6.3,1.0,7.1,9.4
19937,OR,Port Orford,30296.0,36.1,88.3,93.3,0.6,1.4,0.5,4.3
19938,OR,Powers,25156.0,35.1,85.7,85.1,0.0,4.1,0.3,4.4
19939,OR,Prairie City,30625.0,17.8,92.4,94.6,0.1,1.3,0.1,3.1
19940,OR,Prescott,125313.0,3.7,91.7,85.5,1.8,3.6,0.0,0.0
19941,OR,Prineville,30291.0,28.7,86.2,90.4,0.2,1.5,0.7,10.1
19942,OR,Prospect,31042.0,28.5,93.4,89.7,0.0,3.7,0.2,3.7
19943,OR,Rainier,49205.0,19.8,92.7,93.1,0.2,1.3,0.2,4.0
19944,OR,Raleigh Hills,70196.0,3.6,98.0,87.4,1.2,0.3,3.4,6.7
19945,OR,Redmond,40154.0,24.7,89.6,89.0,0.4,1.3,0.8,12.5
19946,OR,Redwood,39120.0,13.9,90.9,95.0,0.4,0.6,0.7,4.3
19947,OR,Reedsport,31935.0,28.1,84.7,93.0,0.3,1.1,1.1,4.9
19948,OR,Richland,28750.0,13.3,88.1,94.9,1.3,1.3,0.0,0.0
19949,OR,Riddle,40208.0,28.7,86.3,89.7,0.3,3.0,0.5,5.1
19950,OR,Rivergrove,105417.0,3.1,99.2,94.1,0.0,0.0,3.1,2.4
19951,OR,Riverside,68958.0,4.1,89.9,77.9,0.0,13.6,1.5,3.5
19952,OR,Rockaway Beach,37227.0,20.0,93.0,94.4,0.4,0.7,0.7,2.9
19953,OR,Rockcreek,76331.0,5.5,96.0,81.5,1.4,0.6,8.4,7.3
19954,OR,Rogue River,26753.0,25.2,88.1,93.3,0.8,1.2,0.4,5.3
19955,OR,Roseburg,39670.0,20.3,90.9,91.0,0.5,1.7,1.6,5.5
19956,OR,Roseburg North,34147.0,20.6,89.1,92.4,0.4,1.4,1.1,5.8
19957,OR,Rose Lodge,41840.0,14.1,77.2,90.4,0.4,3.6,0.3,5.8
19958,OR,Ruch,65817.0,5.5,97.5,94.8,0.1,0.6,0.6,6.3
19959,OR,Rufus,27813.0,29.8,83.3,89.2,0.0,5.2,0.0,13.3
19960,OR,St. Helens,45225.0,20.0,86.9,90.3,0.6,1.6,1.3,6.1
19961,OR,St. Paul,70625.0,6.8,92.1,94.1,0.0,0.5,0.0,14.7
19962,OR,Salem,47191.0,18.2,86.9,79.0,1.5,1.5,2.7,20.3
19963,OR,Sandy,60908.0,10.7,93.2,90.0,0.4,1.3,1.2,9.2
19964,OR,Scappoose,61444.0,12.5,92.2,91.2,0.4,1.2,1.3,5.1
19965,OR,Scio,49531.0,16.2,89.6,91.4,0.4,1.8,0.6,3.1
19966,OR,Scotts Mills,66389.0,12.6,86.3,97.5,0.0,0.3,1.4,2.2
19967,OR,Seaside,37887.0,19.3,87.6,88.1,0.6,0.8,1.4,12.4
19968,OR,Selma,34321.0,16.4,79.2,92.2,0.0,3.0,0.3,7.2
19969,OR,Seneca,33125.0,11.7,77.4,99.0,0.5,0.0,0.0,1.0
19970,OR,Seventh Mountain,81250.0,9.4,100.0,92.5,2.1,0.0,2.1,3.7
19971,OR,Shady Cove,31058.0,23.5,88.1,95.5,0.3,0.7,0.3,4.7
19972,OR,Sheridan,37166.0,19.4,84.2,74.9,5.5,4.8,2.1,16.6
19973,OR,Sherwood,80107.0,5.9,95.8,88.5,0.8,0.5,3.5,7.0
19974,OR,Siletz,37083.0,24.5,83.8,69.7,0.4,18.4,0.4,5.0
19975,OR,Silver Lake,54643.0,0.0,100.0,96.6,0.0,0.7,0.0,2.0
19976,OR,Silverton,57483.0,15.1,93.0,89.0,0.3,0.8,1.0,12.3
19977,OR,Sisters,50324.0,15.4,91.7,93.9,0.0,1.1,0.7,7.1
19978,OR,Sodaville,50938.0,9.9,89.5,89.3,0.6,1.6,1.0,1.9
19979,OR,South Lebanon,44741.0,19.0,93.1,94.3,0.2,1.1,0.4,3.6
19980,OR,Spray,33500.0,19.2,89.4,95.0,0.0,0.6,2.5,0.6
19981,OR,Springfield,39729.0,21.5,86.2,85.9,1.1,1.4,1.3,12.1
19982,OR,Stafford,127396.0,8.0,93.8,93.5,0.4,0.1,2.0,3.7
19983,OR,Stanfield,51016.0,12.3,81.7,66.9,0.1,1.6,0.1,35.9
19984,OR,Stayton,43636.0,21.0,80.8,87.7,0.5,1.4,0.7,14.3
19985,OR,Sublimity,51343.0,10.0,94.3,95.8,0.2,0.5,0.4,3.1
19986,OR,Summerville,38750.0,0.0,96.4,97.0,0.0,0.0,0.0,2.2
19987,OR,Sumpter,19750.0,25.7,94.5,92.2,0.0,2.5,0.5,1.0
19988,OR,Sunriver,48506.0,8.6,98.6,96.9,0.6,0.3,0.5,1.6
19989,OR,Sutherlin,33859.0,24.2,84.7,92.4,0.2,1.9,0.6,6.1
19990,OR,Sweet Home,35076.0,23.8,88.9,93.3,0.3,1.3,0.8,4.7
19991,OR,Talent,36528.0,20.6,90.4,87.0,0.8,1.3,0.9,15.6
19992,OR,Tangent,44643.0,15.2,87.2,89.4,0.2,0.8,0.3,8.4
19993,OR,Terrebonne,57463.0,15.1,91.7,90.4,0.4,1.5,0.4,8.8
19994,OR,The Dalles,41311.0,15.4,84.2,87.9,0.5,1.5,1.0,17.0
19995,OR,Three Rivers,43114.0,19.1,90.8,95.4,0.2,0.9,0.4,3.9
19996,OR,Tigard,62048.0,11.6,91.9,79.6,1.8,0.7,7.2,12.7
19997,OR,Tillamook,29889.0,31.6,86.3,86.5,0.2,1.5,1.1,17.2
19998,OR,Toledo,47188.0,19.2,79.9,89.9,0.6,3.8,0.5,4.7
19999,OR,Tri-City,39160.0,24.1,84.2,91.8,0.1,3.0,0.6,4.5
20000,OR,Troutdale,60340.0,14.5,91.3,83.6,2.1,1.0,4.6,10.6
20001,OR,Tualatin,66384.0,11.7,92.5,80.4,1.2,0.7,3.5,17.3
20002,OR,Tumalo,125625.0,5.2,93.1,95.7,0.2,0.8,0.2,3.3
20003,OR,Turner,57850.0,12.6,90.4,93.2,0.6,1.7,0.5,7.3
20004,OR,Tutuilla,58750.0,14.3,83.6,63.0,0.2,30.8,0.0,6.2
20005,OR,Tygh Valley,52206.0,17.2,95.0,90.8,0.0,4.9,0.0,1.5
20006,OR,Ukiah,29250.0,30.8,86.2,90.3,0.0,2.2,3.2,4.3
20007,OR,Umapine,34331.0,3.0,76.2,91.7,0.0,1.9,1.0,14.3
20008,OR,Umatilla,43991.0,18.1,78.0,70.1,2.3,1.5,0.6,43.1
20009,OR,Union,41908.0,17.3,86.7,95.6,0.1,1.1,0.1,2.3
20010,OR,Unity,41250.0,26.0,91.7,83.1,0.0,4.2,12.7,8.5
20011,OR,Vale,34950.0,23.6,82.3,86.7,0.3,1.3,0.4,23.4
20012,OR,Veneta,41558.0,25.2,83.5,91.8,0.4,1.4,0.8,5.5
20013,OR,Vernonia,50268.0,18.3,87.3,94.1,0.3,1.3,0.5,4.2
20014,OR,Waldport,42955.0,13.8,91.5,91.2,0.8,1.1,1.0,3.3
20015,OR,Wallowa,24688.0,29.9,90.6,95.9,0.5,0.4,0.0,2.0
20016,OR,Wamic,68000.0,16.4,91.8,90.6,1.2,2.4,0.0,12.9
20017,OR,Warm Springs,44612.0,35.6,82.2,2.6,0.1,91.7,0.0,8.4
20018,OR,Warren,65625.0,0.9,96.0,93.6,0.3,1.0,1.2,2.9
20019,OR,Warrenton,42606.0,16.7,91.5,91.5,0.6,1.3,1.1,5.7
20020,OR,Wasco,32813.0,33.4,90.5,95.6,0.5,0.7,0.2,2.0
20021,OR,Waterloo,64722.0,12.9,91.6,96.5,0.0,1.3,0.0,5.7
20022,OR,Westfir,42500.0,12.5,93.2,92.1,0.4,1.6,0.4,2.0
20023,OR,West Haven-Sylvan,86299.0,4.0,98.7,87.4,1.0,0.3,6.3,4.1
20024,OR,West Linn,85464.0,4.8,98.1,90.7,0.7,0.3,4.0,4.0
20025,OR,Weston,51307.0,10.5,84.5,83.5,0.3,3.4,3.1,8.5
20026,OR,Westport,40865.0,1.9,87.4,92.8,0.0,0.6,0.0,12.8
20027,OR,West Slope,69799.0,8.8,95.7,85.6,1.9,0.4,4.3,6.7
20028,OR,Wheeler,34896.0,9.0,93.6,96.6,0.0,0.2,0.5,3.4
20029,OR,White City,48144.0,20.7,77.0,74.7,1.3,1.3,0.8,28.8
20030,OR,Willamina,40577.0,22.8,85.1,82.1,0.3,8.8,0.1,6.0
20031,OR,Williams,34181.0,21.9,95.2,93.9,0.5,1.8,0.7,3.2
20032,OR,Wilsonville,60672.0,10.0,95.3,85.3,1.5,1.0,3.8,12.1
20033,OR,Wimer,34792.0,16.5,98.1,95.4,0.0,1.6,0.0,4.3
20034,OR,Winchester Bay,56198.0,5.9,91.2,93.7,0.0,0.3,0.5,7.9
20035,OR,Winston,32610.0,29.3,89.3,92.5,0.3,1.6,0.9,4.5
20036,OR,Woodburn,43093.0,30.0,68.1,60.4,0.5,2.8,0.8,58.9
20037,OR,Wood Village,37140.0,33.2,74.8,62.6,2.0,2.3,3.8,37.0
20038,OR,Yachats,43352.0,15.2,95.6,95.2,0.1,1.7,0.6,4.8
20039,OR,Yamhill,70208.0,7.9,95.2,91.2,0.1,1.3,1.1,5.5
20040,OR,Yoncalla,34375.0,23.2,83.9,92.3,0.0,1.7,0.5,4.6
20041,PA,Aaronsburg CDP (Centre,52708.0,8.5,92.2,99.2,0.2,0.0,0.0,0.5
20042,PA,Aaronsburg CDP (Washington,60268.0,29.5,83.1,90.7,1.5,1.2,0.0,1.5
20043,PA,Abbottstown,56641.0,7.8,80.7,92.7,1.4,0.1,1.0,9.4
20044,PA,Ackermanville,90775.0,0.0,84.3,98.2,0.5,1.0,0.2,2.5
20045,PA,Adamsburg,49583.0,18.7,91.3,97.7,1.2,0.0,1.2,0.6
20046,PA,Adamstown,65862.0,4.2,91.7,92.3,1.1,0.3,4.4,1.7
20047,PA,Adamsville,29375.0,5.9,81.0,91.0,9.0,0.0,0.0,0.0
20048,PA,Addison,44375.0,8.9,86.5,98.1,0.5,1.0,0.0,0.0
20049,PA,Akron,54799.0,6.5,85.9,94.7,1.2,0.2,1.5,3.9
20050,PA,Alba,31875.0,22.0,85.9,97.5,1.9,0.0,0.0,2.5
20051,PA,Albion,46818.0,15.7,88.8,96.6,0.9,0.3,0.1,1.8
20052,PA,Alburtis,73182.0,8.3,92.1,93.0,2.0,0.1,1.3,5.5
20053,PA,Aldan,62212.0,7.9,94.0,76.3,18.5,0.1,2.6,2.1
20054,PA,Alexandria,51932.0,9.5,93.2,98.6,0.3,0.0,0.3,1.4
20055,PA,Aliquippa,30851.0,29.7,88.2,57.6,38.6,0.1,0.4,1.3
20056,PA,Alleghenyville,83795.0,3.4,94.4,98.2,0.4,0.0,1.0,1.6
20057,PA,Allenport,30446.0,17.6,89.6,98.3,0.9,0.0,0.0,1.4
20058,PA,Allenport,56125.0,12.3,91.0,99.1,0.6,0.0,0.0,0.2
20059,PA,Allensville,40625.0,7.6,58.9,98.6,0.8,0.0,0.0,0.0
20060,PA,Allentown,36930.0,26.5,77.3,58.5,12.5,0.8,2.2,42.8
20061,PA,Allenwood,48654.0,16.0,78.6,95.0,4.4,0.0,0.3,1.2
20062,PA,Allison,35943.0,15.1,95.6,89.0,8.3,0.2,0.5,0.2
20063,PA,Allison Park,76588.0,5.7,96.7,94.4,1.5,0.1,3.1,0.9
20064,PA,Almedia,45750.0,13.5,92.2,97.6,0.8,0.0,0.6,0.4
20065,PA,Alsace Manor,43720.0,3.2,84.9,98.7,0.2,0.2,0.0,0.6
20066,PA,Altamont,52841.0,14.0,91.8,98.3,0.2,0.0,0.2,1.3
20067,PA,Altoona,36215.0,22.1,89.1,93.8,3.3,0.1,0.4,1.3
20068,PA,Ambler,57108.0,6.6,91.7,76.5,12.8,0.2,3.8,7.9
20069,PA,Ambridge,32169.0,20.9,88.1,77.5,17.0,0.1,0.4,2.5
20070,PA,Amity Gardens,66736.0,6.3,93.9,93.3,2.8,0.0,1.3,2.9
20071,PA,Ancient Oaks,84219.0,2.0,96.3,86.0,2.6,0.2,8.1,4.8
20072,PA,Annville,47043.0,14.4,90.7,94.4,1.5,0.1,1.4,3.8
20073,PA,Apollo,38250.0,20.1,84.2,94.4,2.3,0.2,0.5,0.9
20074,PA,Applewold,44167.0,7.2,89.0,98.1,0.3,0.0,0.0,1.0
20075,PA,Archbald,50133.0,11.7,92.5,96.9,1.1,0.2,0.7,1.1
20076,PA,Ardmore,76301.0,9.2,94.1,79.3,12.9,0.1,4.1,4.0
20077,PA,Arendtsville,51700.0,20.1,81.4,83.0,2.8,0.5,0.5,16.4
20078,PA,Aristes,56250.0,8.7,95.2,100.0,0.0,0.0,0.0,0.0
20079,PA,Arlington Heights,60179.0,12.5,91.8,77.9,9.6,0.2,4.4,12.7
20080,PA,Armagh,75833.0,0.0,93.0,97.5,0.8,0.8,0.0,0.8
20081,PA,Arnold,28160.0,34.3,88.2,74.0,20.0,0.2,0.2,2.3
20082,PA,Arnold City,18309.0,13.1,86.0,82.3,9.2,0.0,0.2,1.6
20083,PA,Arnot,53125.0,12.6,79.6,100.0,0.0,0.0,0.0,0.0
20084,PA,Arona,42143.0,12.7,85.1,100.0,0.0,0.0,0.0,0.0
20085,PA,Ashland,34132.0,19.9,86.1,98.2,0.2,0.1,0.3,1.0
20086,PA,Ashley,40347.0,14.0,88.1,95.2,2.1,0.0,0.3,2.4
20087,PA,Ashville,37500.0,17.1,85.9,97.4,0.9,0.0,0.0,0.9
20088,PA,Aspers,70947.0,9.8,88.7,82.6,1.7,0.0,0.0,25.4
20089,PA,Aspinwall,64125.0,6.1,96.7,91.7,1.4,0.0,5.4,1.9
20090,PA,Atglen,59167.0,4.7,84.9,89.0,7.4,0.1,0.2,5.8
20091,PA,Athens,35833.0,25.9,91.3,97.1,0.9,0.1,0.5,1.4
20092,PA,Atkinson Mills,81500.0,8.9,83.6,98.3,0.0,0.0,0.0,0.0
20093,PA,Atlantic,35625.0,12.2,80.5,100.0,0.0,0.0,0.0,0.0
20094,PA,Atlas,47206.0,2.9,89.2,97.7,1.7,0.0,0.0,1.1
20095,PA,Atlasburg,41534.0,10.6,100.0,99.5,0.0,0.0,0.0,0.5
20096,PA,Atwood,51500.0,7.4,83.1,100.0,0.0,0.0,0.0,0.0
20097,PA,Auburn,45000.0,5.4,80.6,97.7,0.4,0.0,0.3,1.3
20098,PA,Audubon,86944.0,5.7,97.2,79.5,5.2,0.0,13.4,2.3
20099,PA,Austin,45833.0,12.2,89.7,100.0,0.0,0.0,0.0,0.0
20100,PA,Avalon,38464.0,9.1,95.3,87.5,8.7,0.4,0.5,1.2
20101,PA,Avella,63333.0,10.7,84.1,96.4,1.9,0.2,0.1,1.0
20102,PA,Avis,50208.0,9.4,91.5,98.7,0.5,0.0,0.3,0.5
20103,PA,Avoca,51500.0,9.8,91.9,97.8,0.7,0.0,0.3,1.8
20104,PA,Avon,53510.0,5.0,83.8,94.8,1.4,0.0,0.5,7.6
20105,PA,Avondale,68516.0,13.6,57.2,57.7,8.9,1.4,0.8,59.0
20106,PA,Avonia,72692.0,1.4,97.4,98.5,0.1,0.0,0.6,0.8
